T,p,phi,tau_e,tign
900,16,1.25,1.74E-03,4.22E-02
900,16,1.325,1.69E-03,4.09E-02
900,16,1.4,1.65E-03,3.98E-02
900,16,1.475,1.62E-03,3.87E-02
900,16,1.55,1.58E-03,3.78E-02
900,16,1.625,1.55E-03,3.69E-02
900,16,1.7,1.53E-03,3.61E-02
900,16,1.775,1.50E-03,3.54E-02
900,16,1.85,1.48E-03,3.47E-02
900,16,1.925,1.46E-03,3.41E-02
900,16,2,1.43E-03,3.35E-02
900,16.5,0.575,2.47E-03,6.48E-02
900,16.5,0.65,2.31E-03,6.00E-02
900,16.5,0.725,2.19E-03,5.62E-02
900,16.5,0.8,2.09E-03,5.30E-02
900,16.5,0.875,2.00E-03,5.03E-02
900,16.5,0.95,1.92E-03,4.80E-02
900,16.5,1.025,1.85E-03,4.60E-02
900,16.5,1.1,1.79E-03,4.42E-02
900,16.5,1.175,1.74E-03,4.26E-02
900,16.5,1.25,1.69E-03,4.13E-02
900,16.5,1.325,1.65E-03,4.00E-02
900,16.5,1.4,1.61E-03,3.89E-02
900,16.5,1.475,1.58E-03,3.79E-02
900,16.5,1.55,1.55E-03,3.70E-02
900,16.5,1.625,1.52E-03,3.61E-02
900,16.5,1.7,1.49E-03,3.54E-02
900,16.5,1.775,1.47E-03,3.46E-02
900,16.5,1.85,1.44E-03,3.40E-02
900,16.5,1.925,1.42E-03,3.34E-02
900,16.5,2,1.40E-03,3.28E-02
900,17,0.575,2.41E-03,6.34E-02
900,17,0.65,2.26E-03,5.88E-02
900,17,0.725,2.14E-03,5.50E-02
900,17,0.8,2.04E-03,5.19E-02
900,17,0.875,1.95E-03,4.92E-02
900,17,0.95,1.88E-03,4.70E-02
900,17,1.025,1.81E-03,4.50E-02
900,17,1.1,1.75E-03,4.33E-02
900,17,1.175,1.70E-03,4.17E-02
900,17,1.25,1.66E-03,4.04E-02
900,17,1.325,1.62E-03,3.92E-02
900,17,1.4,1.58E-03,3.81E-02
900,17,1.475,1.54E-03,3.71E-02
900,17,1.55,1.51E-03,3.62E-02
900,17,1.625,1.48E-03,3.54E-02
900,17,1.7,1.46E-03,3.46E-02
900,17,1.775,1.43E-03,3.39E-02
900,17,1.85,1.41E-03,3.33E-02
900,17,1.925,1.39E-03,3.27E-02
900,17,2,1.37E-03,3.21E-02
900,17.5,0.575,2.35E-03,6.21E-02
900,17.5,0.65,2.21E-03,5.76E-02
900,17.5,0.725,2.09E-03,5.39E-02
900,17.5,0.8,1.99E-03,5.08E-02
900,17.5,0.875,1.91E-03,4.82E-02
900,17.5,0.95,1.83E-03,4.60E-02
900,17.5,1.025,1.77E-03,4.41E-02
900,17.5,1.1,1.71E-03,4.24E-02
900,17.5,1.175,1.66E-03,4.09E-02
900,17.5,1.25,1.62E-03,3.96E-02
900,17.5,1.325,1.58E-03,3.84E-02
900,17.5,1.4,1.54E-03,3.73E-02
900,17.5,1.475,1.51E-03,3.63E-02
900,17.5,1.55,1.48E-03,3.55E-02
900,17.5,1.625,1.45E-03,3.46E-02
900,17.5,1.7,1.43E-03,3.39E-02
900,17.5,1.775,1.40E-03,3.32E-02
900,17.5,1.85,1.38E-03,3.26E-02
900,17.5,1.925,1.36E-03,3.20E-02
900,17.5,2,1.34E-03,3.15E-02
900,18,0.575,2.30E-03,6.08E-02
900,18,0.65,2.16E-03,5.64E-02
900,18,0.725,2.05E-03,5.28E-02
900,18,0.8,1.95E-03,4.98E-02
900,18,0.875,1.87E-03,4.73E-02
900,18,0.95,1.80E-03,4.51E-02
900,18,1.025,1.73E-03,4.32E-02
900,18,1.1,1.68E-03,4.15E-02
900,18,1.175,1.63E-03,4.01E-02
900,18,1.25,1.59E-03,3.88E-02
900,18,1.325,1.55E-03,3.76E-02
900,18,1.4,1.51E-03,3.66E-02
900,18,1.475,1.48E-03,3.56E-02
900,18,1.55,1.45E-03,3.47E-02
900,18,1.625,1.42E-03,3.40E-02
900,18,1.7,1.40E-03,3.32E-02
900,18,1.775,1.37E-03,3.26E-02
900,18,1.85,1.35E-03,3.19E-02
900,18,1.925,1.33E-03,3.14E-02
900,18,2,1.31E-03,3.08E-02
900,18.5,0.575,2.25E-03,5.97E-02
900,18.5,0.65,2.12E-03,5.53E-02
900,18.5,0.725,2.00E-03,5.18E-02
900,18.5,0.8,1.91E-03,4.88E-02
900,18.5,0.875,1.83E-03,4.63E-02
900,18.5,0.95,1.76E-03,4.42E-02
900,18.5,1.025,1.70E-03,4.24E-02
900,18.5,1.1,1.64E-03,4.07E-02
900,18.5,1.175,1.60E-03,3.93E-02
900,18.5,1.25,1.55E-03,3.80E-02
900,18.5,1.325,1.51E-03,3.69E-02
900,18.5,1.4,1.48E-03,3.59E-02
900,18.5,1.475,1.45E-03,3.49E-02
900,18.5,1.55,1.42E-03,3.41E-02
900,18.5,1.625,1.39E-03,3.33E-02
900,18.5,1.7,1.37E-03,3.26E-02
900,18.5,1.775,1.34E-03,3.19E-02
900,18.5,1.85,1.32E-03,3.13E-02
900,18.5,1.925,1.30E-03,3.08E-02
900,18.5,2,1.29E-03,3.03E-02
900,19,0.575,2.21E-03,5.85E-02
900,19,0.65,2.07E-03,5.43E-02
900,19,0.725,1.96E-03,5.08E-02
900,19,0.8,1.87E-03,4.79E-02
900,19,0.875,1.79E-03,4.55E-02
900,19,0.95,1.72E-03,4.34E-02
900,19,1.025,1.66E-03,4.16E-02
900,19,1.1,1.61E-03,4.00E-02
900,19,1.175,1.56E-03,3.86E-02
900,19,1.25,1.52E-03,3.73E-02
900,19,1.325,1.48E-03,3.62E-02
900,19,1.4,1.45E-03,3.52E-02
900,19,1.475,1.42E-03,3.43E-02
900,19,1.55,1.39E-03,3.34E-02
900,19,1.625,1.36E-03,3.27E-02
900,19,1.7,1.34E-03,3.20E-02
900,19,1.775,1.32E-03,3.13E-02
900,19,1.85,1.30E-03,3.07E-02
900,19,1.925,1.28E-03,3.02E-02
900,19,2,1.26E-03,2.97E-02
900,19.5,0.575,2.16E-03,5.74E-02
900,19.5,0.65,2.03E-03,5.33E-02
900,19.5,0.725,1.92E-03,4.99E-02
900,19.5,0.8,1.83E-03,4.70E-02
900,19.5,0.875,1.75E-03,4.46E-02
900,19.5,0.95,1.69E-03,4.26E-02
900,19.5,1.025,1.63E-03,4.08E-02
900,19.5,1.1,1.58E-03,3.92E-02
900,19.5,1.175,1.53E-03,3.79E-02
900,19.5,1.25,1.49E-03,3.66E-02
900,19.5,1.325,1.45E-03,3.55E-02
900,19.5,1.4,1.42E-03,3.45E-02
900,19.5,1.475,1.39E-03,3.36E-02
900,19.5,1.55,1.36E-03,3.28E-02
900,19.5,1.625,1.34E-03,3.21E-02
900,19.5,1.7,1.31E-03,3.14E-02
900,19.5,1.775,1.29E-03,3.08E-02
900,19.5,1.85,1.27E-03,3.02E-02
900,19.5,1.925,1.25E-03,2.96E-02
900,19.5,2,1.24E-03,2.91E-02
900,20,0.575,2.12E-03,5.64E-02
900,20,0.65,1.99E-03,5.23E-02
900,20,0.725,1.88E-03,4.90E-02
900,20,0.8,1.80E-03,4.62E-02
900,20,0.875,1.72E-03,4.38E-02
900,20,0.95,1.65E-03,4.18E-02
900,20,1.025,1.60E-03,4.01E-02
900,20,1.1,1.55E-03,3.85E-02
900,20,1.175,1.50E-03,3.72E-02
900,20,1.25,1.46E-03,3.60E-02
900,20,1.325,1.43E-03,3.49E-02
900,20,1.4,1.39E-03,3.39E-02
900,20,1.475,1.36E-03,3.30E-02
900,20,1.55,1.34E-03,3.22E-02
900,20,1.625,1.31E-03,3.15E-02
900,20,1.7,1.29E-03,3.08E-02
900,20,1.775,1.27E-03,3.02E-02
900,20,1.85,1.25E-03,2.96E-02
900,20,1.925,1.23E-03,2.91E-02
900,20,2,1.21E-03,2.86E-02
910,1,0.575,3.31E-03,2.60E-02
910,1,0.65,3.11E-03,2.43E-02
910,1,0.725,2.96E-03,2.30E-02
910,1,0.8,2.83E-03,2.20E-02
910,1,0.875,2.73E-03,2.11E-02
910,1,0.95,2.64E-03,2.04E-02
910,1,1.025,2.56E-03,1.98E-02
910,1,1.1,2.50E-03,1.92E-02
910,1,1.175,2.44E-03,1.88E-02
910,1,1.25,2.39E-03,1.84E-02
910,1,1.325,2.34E-03,1.80E-02
910,1,1.4,2.30E-03,1.77E-02
910,1,1.475,2.26E-03,1.74E-02
910,1,1.55,2.23E-03,1.72E-02
910,1,1.625,2.20E-03,1.70E-02
910,1,1.7,2.17E-03,1.67E-02
910,1,1.775,2.15E-03,1.66E-02
910,1,1.85,2.12E-03,1.64E-02
910,1,1.925,2.10E-03,1.62E-02
910,1,2,2.08E-03,1.61E-02
910,1.5,0.575,6.65E-03,1.03E-01
910,1.5,0.65,6.18E-03,9.50E-02
910,1.5,0.725,5.80E-03,8.87E-02
910,1.5,0.8,5.49E-03,8.35E-02
910,1.5,0.875,5.23E-03,7.91E-02
910,1.5,0.95,5.01E-03,7.53E-02
910,1.5,1.025,4.81E-03,7.20E-02
910,1.5,1.1,4.64E-03,6.91E-02
910,1.5,1.175,4.49E-03,6.65E-02
910,1.5,1.25,4.36E-03,6.42E-02
910,1.5,1.325,4.25E-03,6.21E-02
910,1.5,1.4,4.14E-03,6.02E-02
910,1.5,1.475,4.04E-03,5.85E-02
910,1.5,1.55,3.96E-03,5.69E-02
910,1.5,1.625,3.88E-03,5.55E-02
910,1.5,1.7,3.81E-03,5.42E-02
910,1.5,1.775,3.74E-03,5.30E-02
910,1.5,1.85,3.68E-03,5.19E-02
910,1.5,1.925,3.62E-03,5.08E-02
910,1.5,2,3.57E-03,4.98E-02
910,2,0.575,7.08E-03,1.27E-01
910,2,0.65,6.59E-03,1.19E-01
910,2,0.725,6.19E-03,1.11E-01
910,2,0.8,5.85E-03,1.05E-01
910,2,0.875,5.58E-03,9.97E-02
910,2,0.95,5.34E-03,9.52E-02
910,2,1.025,5.13E-03,9.12E-02
910,2,1.1,4.95E-03,8.77E-02
910,2,1.175,4.79E-03,8.46E-02
910,2,1.25,4.64E-03,8.19E-02
910,2,1.325,4.52E-03,7.94E-02
910,2,1.4,4.40E-03,7.71E-02
910,2,1.475,4.30E-03,7.51E-02
910,2,1.55,4.20E-03,7.32E-02
910,2,1.625,4.12E-03,7.15E-02
910,2,1.7,4.04E-03,6.99E-02
910,2,1.775,3.97E-03,6.85E-02
910,2,1.85,3.90E-03,6.71E-02
910,2,1.925,3.84E-03,6.58E-02
910,2,2,3.78E-03,6.47E-02
910,2.5,0.575,6.81E-03,1.32E-01
910,2.5,0.65,6.35E-03,1.23E-01
910,2.5,0.725,5.97E-03,1.15E-01
910,2.5,0.8,5.65E-03,1.09E-01
910,2.5,0.875,5.38E-03,1.03E-01
910,2.5,0.95,5.16E-03,9.87E-02
910,2.5,1.025,4.96E-03,9.47E-02
910,2.5,1.1,4.78E-03,9.11E-02
910,2.5,1.175,4.63E-03,8.80E-02
910,2.5,1.25,4.49E-03,8.51E-02
910,2.5,1.325,4.37E-03,8.26E-02
910,2.5,1.4,4.26E-03,8.03E-02
910,2.5,1.475,4.16E-03,7.82E-02
910,2.5,1.55,4.07E-03,7.63E-02
910,2.5,1.625,3.98E-03,7.45E-02
910,2.5,1.7,3.91E-03,7.29E-02
910,2.5,1.775,3.83E-03,7.15E-02
910,2.5,1.85,3.77E-03,7.01E-02
910,2.5,1.925,3.71E-03,6.88E-02
910,2.5,2,3.65E-03,6.76E-02
910,3,0.575,6.39E-03,1.29E-01
910,3,0.65,5.95E-03,1.20E-01
910,3,0.725,5.60E-03,1.13E-01
910,3,0.8,5.31E-03,1.07E-01
910,3,0.875,5.06E-03,1.01E-01
910,3,0.95,4.85E-03,9.67E-02
910,3,1.025,4.66E-03,9.27E-02
910,3,1.1,4.50E-03,8.93E-02
910,3,1.175,4.36E-03,8.62E-02
910,3,1.25,4.23E-03,8.34E-02
910,3,1.325,4.11E-03,8.09E-02
910,3,1.4,4.01E-03,7.87E-02
910,3,1.475,3.91E-03,7.67E-02
910,3,1.55,3.83E-03,7.48E-02
910,3,1.625,3.75E-03,7.31E-02
910,3,1.7,3.68E-03,7.15E-02
910,3,1.775,3.61E-03,7.01E-02
910,3,1.85,3.55E-03,6.88E-02
910,3,1.925,3.49E-03,6.75E-02
910,3,2,3.44E-03,6.64E-02
910,3.5,0.575,5.95E-03,1.24E-01
910,3.5,0.65,5.55E-03,1.15E-01
910,3.5,0.725,5.22E-03,1.08E-01
910,3.5,0.8,4.95E-03,1.02E-01
910,3.5,0.875,4.72E-03,9.71E-02
910,3.5,0.95,4.52E-03,9.27E-02
910,3.5,1.025,4.35E-03,8.89E-02
910,3.5,1.1,4.20E-03,8.56E-02
910,3.5,1.175,4.07E-03,8.26E-02
910,3.5,1.25,3.95E-03,8.00E-02
910,3.5,1.325,3.84E-03,7.76E-02
910,3.5,1.4,3.75E-03,7.55E-02
910,3.5,1.475,3.66E-03,7.35E-02
910,3.5,1.55,3.58E-03,7.17E-02
910,3.5,1.625,3.51E-03,7.01E-02
910,3.5,1.7,3.44E-03,6.86E-02
910,3.5,1.775,3.38E-03,6.72E-02
910,3.5,1.85,3.32E-03,6.60E-02
910,3.5,1.925,3.27E-03,6.48E-02
910,3.5,2,3.22E-03,6.37E-02
910,4,0.575,5.53E-03,1.18E-01
910,4,0.65,5.17E-03,1.10E-01
910,4,0.725,4.87E-03,1.03E-01
910,4,0.8,4.62E-03,9.72E-02
910,4,0.875,4.40E-03,9.24E-02
910,4,0.95,4.22E-03,8.82E-02
910,4,1.025,4.06E-03,8.46E-02
910,4,1.1,3.92E-03,8.14E-02
910,4,1.175,3.80E-03,7.86E-02
910,4,1.25,3.69E-03,7.61E-02
910,4,1.325,3.59E-03,7.38E-02
910,4,1.4,3.50E-03,7.18E-02
910,4,1.475,3.42E-03,6.99E-02
910,4,1.55,3.34E-03,6.82E-02
910,4,1.625,3.27E-03,6.67E-02
910,4,1.7,3.21E-03,6.53E-02
910,4,1.775,3.15E-03,6.39E-02
910,4,1.85,3.10E-03,6.27E-02
910,4,1.925,3.05E-03,6.16E-02
910,4,2,3.01E-03,6.06E-02
910,4.5,0.575,5.17E-03,1.12E-01
910,4.5,0.65,4.82E-03,1.04E-01
910,4.5,0.725,4.55E-03,9.77E-02
910,4.5,0.8,4.31E-03,9.23E-02
910,4.5,0.875,4.12E-03,8.77E-02
910,4.5,0.95,3.95E-03,8.38E-02
910,4.5,1.025,3.80E-03,8.03E-02
910,4.5,1.1,3.67E-03,7.73E-02
910,4.5,1.175,3.55E-03,7.46E-02
910,4.5,1.25,3.45E-03,7.22E-02
910,4.5,1.325,3.36E-03,7.01E-02
910,4.5,1.4,3.27E-03,6.81E-02
910,4.5,1.475,3.20E-03,6.63E-02
910,4.5,1.55,3.13E-03,6.47E-02
910,4.5,1.625,3.07E-03,6.33E-02
910,4.5,1.7,3.01E-03,6.19E-02
910,4.5,1.775,2.95E-03,6.07E-02
910,4.5,1.85,2.90E-03,5.95E-02
910,4.5,1.925,2.86E-03,5.85E-02
910,4.5,2,2.81E-03,5.75E-02
910,5,0.575,4.84E-03,1.06E-01
910,5,0.65,4.52E-03,9.90E-02
910,5,0.725,4.26E-03,9.28E-02
910,5,0.8,4.04E-03,8.77E-02
910,5,0.875,3.86E-03,8.33E-02
910,5,0.95,3.70E-03,7.95E-02
910,5,1.025,3.56E-03,7.62E-02
910,5,1.1,3.44E-03,7.34E-02
910,5,1.175,3.33E-03,7.08E-02
910,5,1.25,3.24E-03,6.85E-02
910,5,1.325,3.15E-03,6.65E-02
910,5,1.4,3.07E-03,6.46E-02
910,5,1.475,3.00E-03,6.30E-02
910,5,1.55,2.94E-03,6.14E-02
910,5,1.625,2.88E-03,6.00E-02
910,5,1.7,2.82E-03,5.88E-02
910,5,1.775,2.77E-03,5.76E-02
910,5,1.85,2.73E-03,5.65E-02
910,5,1.925,2.68E-03,5.55E-02
910,5,2,2.64E-03,5.45E-02
910,5.5,0.575,4.54E-03,1.01E-01
910,5.5,0.65,4.25E-03,9.41E-02
910,5.5,0.725,4.00E-03,8.83E-02
910,5.5,0.8,3.80E-03,8.33E-02
910,5.5,0.875,3.63E-03,7.92E-02
910,5.5,0.95,3.48E-03,7.56E-02
910,5.5,1.025,3.35E-03,7.25E-02
910,5.5,1.1,3.24E-03,6.97E-02
910,5.5,1.175,3.14E-03,6.73E-02
910,5.5,1.25,3.05E-03,6.51E-02
910,5.5,1.325,2.97E-03,6.32E-02
910,5.5,1.4,2.89E-03,6.14E-02
910,5.5,1.475,2.83E-03,5.98E-02
910,5.5,1.55,2.77E-03,5.84E-02
910,5.5,1.625,2.71E-03,5.70E-02
910,5.5,1.7,2.66E-03,5.58E-02
910,5.5,1.775,2.61E-03,5.47E-02
910,5.5,1.85,2.57E-03,5.37E-02
910,5.5,1.925,2.53E-03,5.27E-02
910,5.5,2,2.49E-03,5.18E-02
910,6,0.575,4.28E-03,9.65E-02
910,6,0.65,4.01E-03,8.97E-02
910,6,0.725,3.78E-03,8.41E-02
910,6,0.8,3.59E-03,7.94E-02
910,6,0.875,3.43E-03,7.54E-02
910,6,0.95,3.29E-03,7.20E-02
910,6,1.025,3.16E-03,6.90E-02
910,6,1.1,3.06E-03,6.64E-02
910,6,1.175,2.96E-03,6.41E-02
910,6,1.25,2.88E-03,6.20E-02
910,6,1.325,2.80E-03,6.01E-02
910,6,1.4,2.73E-03,5.85E-02
910,6,1.475,2.67E-03,5.69E-02
910,6,1.55,2.61E-03,5.56E-02
910,6,1.625,2.56E-03,5.43E-02
910,6,1.7,2.51E-03,5.31E-02
910,6,1.775,2.47E-03,5.21E-02
910,6,1.85,2.43E-03,5.11E-02
910,6,1.925,2.39E-03,5.01E-02
910,6,2,2.35E-03,4.93E-02
910,6.5,0.575,4.05E-03,9.22E-02
910,6.5,0.65,3.79E-03,8.56E-02
910,6.5,0.725,3.58E-03,8.02E-02
910,6.5,0.8,3.40E-03,7.57E-02
910,6.5,0.875,3.24E-03,7.19E-02
910,6.5,0.95,3.11E-03,6.87E-02
910,6.5,1.025,3.00E-03,6.58E-02
910,6.5,1.1,2.90E-03,6.33E-02
910,6.5,1.175,2.81E-03,6.11E-02
910,6.5,1.25,2.73E-03,5.91E-02
910,6.5,1.325,2.66E-03,5.74E-02
910,6.5,1.4,2.59E-03,5.58E-02
910,6.5,1.475,2.53E-03,5.43E-02
910,6.5,1.55,2.48E-03,5.30E-02
910,6.5,1.625,2.43E-03,5.18E-02
910,6.5,1.7,2.38E-03,5.07E-02
910,6.5,1.775,2.34E-03,4.96E-02
910,6.5,1.85,2.30E-03,4.87E-02
910,6.5,1.925,2.27E-03,4.78E-02
910,6.5,2,2.23E-03,4.70E-02
910,7,0.575,3.85E-03,8.82E-02
910,7,0.65,3.60E-03,8.19E-02
910,7,0.725,3.39E-03,7.67E-02
910,7,0.8,3.22E-03,7.24E-02
910,7,0.875,3.08E-03,6.88E-02
910,7,0.95,2.96E-03,6.56E-02
910,7,1.025,2.85E-03,6.29E-02
910,7,1.1,2.75E-03,6.05E-02
910,7,1.175,2.67E-03,5.84E-02
910,7,1.25,2.59E-03,5.65E-02
910,7,1.325,2.52E-03,5.48E-02
910,7,1.4,2.46E-03,5.33E-02
910,7,1.475,2.41E-03,5.19E-02
910,7,1.55,2.35E-03,5.06E-02
910,7,1.625,2.31E-03,4.95E-02
910,7,1.7,2.27E-03,4.84E-02
910,7,1.775,2.23E-03,4.74E-02
910,7,1.85,2.19E-03,4.65E-02
910,7,1.925,2.15E-03,4.57E-02
910,7,2,2.12E-03,4.49E-02
910,7.5,0.575,3.66E-03,8.45E-02
910,7.5,0.65,3.42E-03,7.85E-02
910,7.5,0.725,3.23E-03,7.35E-02
910,7.5,0.8,3.07E-03,6.94E-02
910,7.5,0.875,2.93E-03,6.59E-02
910,7.5,0.95,2.81E-03,6.29E-02
910,7.5,1.025,2.71E-03,6.03E-02
910,7.5,1.1,2.62E-03,5.80E-02
910,7.5,1.175,2.54E-03,5.59E-02
910,7.5,1.25,2.47E-03,5.41E-02
910,7.5,1.325,2.40E-03,5.25E-02
910,7.5,1.4,2.35E-03,5.10E-02
910,7.5,1.475,2.29E-03,4.97E-02
910,7.5,1.55,2.24E-03,4.85E-02
910,7.5,1.625,2.20E-03,4.74E-02
910,7.5,1.7,2.16E-03,4.64E-02
910,7.5,1.775,2.12E-03,4.54E-02
910,7.5,1.85,2.09E-03,4.46E-02
910,7.5,1.925,2.05E-03,4.38E-02
910,7.5,2,2.02E-03,4.30E-02
910,8,0.575,3.49E-03,8.11E-02
910,8,0.65,3.27E-03,7.53E-02
910,8,0.725,3.08E-03,7.06E-02
910,8,0.8,2.93E-03,6.66E-02
910,8,0.875,2.80E-03,6.32E-02
910,8,0.95,2.69E-03,6.03E-02
910,8,1.025,2.59E-03,5.78E-02
910,8,1.1,2.50E-03,5.56E-02
910,8,1.175,2.43E-03,5.37E-02
910,8,1.25,2.36E-03,5.19E-02
910,8,1.325,2.30E-03,5.04E-02
910,8,1.4,2.24E-03,4.90E-02
910,8,1.475,2.19E-03,4.77E-02
910,8,1.55,2.14E-03,4.65E-02
910,8,1.625,2.10E-03,4.55E-02
910,8,1.7,2.06E-03,4.45E-02
910,8,1.775,2.03E-03,4.36E-02
910,8,1.85,1.99E-03,4.28E-02
910,8,1.925,1.96E-03,4.20E-02
910,8,2,1.93E-03,4.13E-02
910,8.5,0.575,3.34E-03,7.80E-02
910,8.5,0.65,3.12E-03,7.24E-02
910,8.5,0.725,2.95E-03,6.79E-02
910,8.5,0.8,2.80E-03,6.40E-02
910,8.5,0.875,2.68E-03,6.08E-02
910,8.5,0.95,2.57E-03,5.80E-02
910,8.5,1.025,2.48E-03,5.56E-02
910,8.5,1.1,2.40E-03,5.35E-02
910,8.5,1.175,2.32E-03,5.16E-02
910,8.5,1.25,2.26E-03,4.99E-02
910,8.5,1.325,2.20E-03,4.84E-02
910,8.5,1.4,2.15E-03,4.71E-02
910,8.5,1.475,2.10E-03,4.58E-02
910,8.5,1.55,2.05E-03,4.47E-02
910,8.5,1.625,2.01E-03,4.37E-02
910,8.5,1.7,1.98E-03,4.28E-02
910,8.5,1.775,1.94E-03,4.19E-02
910,8.5,1.85,1.91E-03,4.11E-02
910,8.5,1.925,1.88E-03,4.04E-02
910,8.5,2,1.85E-03,3.97E-02
910,9,0.575,3.20E-03,7.52E-02
910,9,0.65,2.99E-03,6.98E-02
910,9,0.725,2.83E-03,6.54E-02
910,9,0.8,2.69E-03,6.17E-02
910,9,0.875,2.57E-03,5.86E-02
910,9,0.95,2.47E-03,5.59E-02
910,9,1.025,2.38E-03,5.35E-02
910,9,1.1,2.30E-03,5.15E-02
910,9,1.175,2.23E-03,4.97E-02
910,9,1.25,2.17E-03,4.81E-02
910,9,1.325,2.11E-03,4.66E-02
910,9,1.4,2.06E-03,4.53E-02
910,9,1.475,2.01E-03,4.42E-02
910,9,1.55,1.97E-03,4.31E-02
910,9,1.625,1.93E-03,4.21E-02
910,9,1.7,1.90E-03,4.12E-02
910,9,1.775,1.86E-03,4.04E-02
910,9,1.85,1.83E-03,3.96E-02
910,9,1.925,1.80E-03,3.89E-02
910,9,2,1.78E-03,3.82E-02
910,9.5,0.575,3.07E-03,7.25E-02
910,9.5,0.65,2.88E-03,6.73E-02
910,9.5,0.725,2.72E-03,6.31E-02
910,9.5,0.8,2.58E-03,5.95E-02
910,9.5,0.875,2.47E-03,5.65E-02
910,9.5,0.95,2.37E-03,5.39E-02
910,9.5,1.025,2.28E-03,5.16E-02
910,9.5,1.1,2.21E-03,4.97E-02
910,9.5,1.175,2.14E-03,4.79E-02
910,9.5,1.25,2.08E-03,4.64E-02
910,9.5,1.325,2.03E-03,4.50E-02
910,9.5,1.4,1.98E-03,4.37E-02
910,9.5,1.475,1.93E-03,4.26E-02
910,9.5,1.55,1.89E-03,4.15E-02
910,9.5,1.625,1.86E-03,4.06E-02
910,9.5,1.7,1.82E-03,3.97E-02
910,9.5,1.775,1.79E-03,3.89E-02
910,9.5,1.85,1.76E-03,3.82E-02
910,9.5,1.925,1.73E-03,3.75E-02
910,9.5,2,1.71E-03,3.69E-02
910,10,0.575,2.95E-03,7.01E-02
910,10,0.65,2.77E-03,6.51E-02
910,10,0.725,2.61E-03,6.09E-02
910,10,0.8,2.48E-03,5.75E-02
910,10,0.875,2.37E-03,5.46E-02
910,10,0.95,2.28E-03,5.21E-02
910,10,1.025,2.20E-03,4.99E-02
910,10,1.1,2.13E-03,4.80E-02
910,10,1.175,2.06E-03,4.63E-02
910,10,1.25,2.00E-03,4.48E-02
910,10,1.325,1.95E-03,4.35E-02
910,10,1.4,1.91E-03,4.22E-02
910,10,1.475,1.86E-03,4.11E-02
910,10,1.55,1.82E-03,4.01E-02
910,10,1.625,1.79E-03,3.92E-02
910,10,1.7,1.76E-03,3.84E-02
910,10,1.775,1.73E-03,3.76E-02
910,10,1.85,1.70E-03,3.69E-02
910,10,1.925,1.67E-03,3.62E-02
910,10,2,1.65E-03,3.56E-02
910,10.5,0.575,2.85E-03,6.78E-02
910,10.5,0.65,2.67E-03,6.29E-02
910,10.5,0.725,2.52E-03,5.89E-02
910,10.5,0.8,2.39E-03,5.56E-02
910,10.5,0.875,2.29E-03,5.28E-02
910,10.5,0.95,2.20E-03,5.04E-02
910,10.5,1.025,2.12E-03,4.83E-02
910,10.5,1.1,2.05E-03,4.64E-02
910,10.5,1.175,1.99E-03,4.48E-02
910,10.5,1.25,1.93E-03,4.33E-02
910,10.5,1.325,1.88E-03,4.20E-02
910,10.5,1.4,1.84E-03,4.09E-02
910,10.5,1.475,1.80E-03,3.98E-02
910,10.5,1.55,1.76E-03,3.88E-02
910,10.5,1.625,1.73E-03,3.79E-02
910,10.5,1.7,1.69E-03,3.71E-02
910,10.5,1.775,1.66E-03,3.64E-02
910,10.5,1.85,1.64E-03,3.57E-02
910,10.5,1.925,1.61E-03,3.50E-02
910,10.5,2,1.59E-03,3.44E-02
910,11,0.575,2.75E-03,6.57E-02
910,11,0.65,2.57E-03,6.10E-02
910,11,0.725,2.43E-03,5.71E-02
910,11,0.8,2.31E-03,5.39E-02
910,11,0.875,2.21E-03,5.11E-02
910,11,0.95,2.12E-03,4.88E-02
910,11,1.025,2.05E-03,4.68E-02
910,11,1.1,1.98E-03,4.50E-02
910,11,1.175,1.92E-03,4.34E-02
910,11,1.25,1.87E-03,4.20E-02
910,11,1.325,1.82E-03,4.07E-02
910,11,1.4,1.78E-03,3.96E-02
910,11,1.475,1.74E-03,3.85E-02
910,11,1.55,1.70E-03,3.76E-02
910,11,1.625,1.67E-03,3.68E-02
910,11,1.7,1.64E-03,3.60E-02
910,11,1.775,1.61E-03,3.52E-02
910,11,1.85,1.58E-03,3.46E-02
910,11,1.925,1.56E-03,3.39E-02
910,11,2,1.54E-03,3.34E-02
910,11.5,0.575,2.65E-03,6.38E-02
910,11.5,0.65,2.49E-03,5.92E-02
910,11.5,0.725,2.35E-03,5.54E-02
910,11.5,0.8,2.23E-03,5.23E-02
910,11.5,0.875,2.14E-03,4.96E-02
910,11.5,0.95,2.05E-03,4.73E-02
910,11.5,1.025,1.98E-03,4.53E-02
910,11.5,1.1,1.91E-03,4.36E-02
910,11.5,1.175,1.86E-03,4.21E-02
910,11.5,1.25,1.81E-03,4.07E-02
910,11.5,1.325,1.76E-03,3.95E-02
910,11.5,1.4,1.72E-03,3.84E-02
910,11.5,1.475,1.68E-03,3.74E-02
910,11.5,1.55,1.64E-03,3.65E-02
910,11.5,1.625,1.61E-03,3.56E-02
910,11.5,1.7,1.58E-03,3.49E-02
910,11.5,1.775,1.56E-03,3.42E-02
910,11.5,1.85,1.53E-03,3.35E-02
910,11.5,1.925,1.51E-03,3.29E-02
910,11.5,2,1.49E-03,3.24E-02
